baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,reuse_group_size,shared_prefix_tokens,decode_tokens,cross_job_prefix_hit_rate_observed
apc_like,8.0,100,0.331262159234656,51645.09567331981,289304.18387216364,289304.1838721637,289304.1838721637,28869.67951095332,41526.23456801079,44179.37960227937,0.040315029560973284,0.04031502956097587,0.04031502956097587,1207011.2458149476,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,148.12219515442848,448.23717325925827,0.01859385520219803,2.459326758980751,312.4141236767173,1077.1994180977345,10.771994180977345,3.723414586267172e-05,16,512,32,0.054705882352941174
pat_like_traffic_only,8.0,100,0.32506904386870045,50679.56421530587,289308.38387216366,289308.3838721637,297988.6924991972,28187.312643320292,41247.89508146846,43261.33243376466,0.040315029560974144,0.04031528721969404,0.040316061484155105,1192985.72855948,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5508687408109814.0,1.882956888378333,3729408.0,11016192.0,1.798651772928,1101.7374816219628,0.07247757312,1.5846281838592002,11.0519323915187,686651883493760.0,711246584217600.0,0.03457971014496353,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,9.996288299560545,0.0,cohort_stage,latency_p50_ms,686651883493760.0,64.0,2.015625,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015625,0.6890851681127081,0.0,0.0,0.0,0.0,70857.09066239875,0.0,1449551462400.0,1980785229824.0,148.60897324979305,555.618423037231,0.019939616322517395,200.7290180772543,531.7000420764089,1421.5125618502498,14.215125618502498,4.9332996441845514e-05,16,512,32,0.054705882352941174
waferagent_latency_safe,8.0,100,0.05831961270842101,9092.260899693669,1707656.253915443,1713476.8303706162,1714246.977494499,10.92345534698552,10.923455346986884,10.923455346986884,0.040295743296483395,0.04029574329649354,0.04030731505519792,5428532.938724012,5533845.721594598,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1153.0,480.0,0.0,0.0,0.0,0.0,673.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.0906623998,227598906949440.0,1449551462400.0,2898968707072.0,148.25764764100313,459.45691131055355,0.019741244614124298,172.20028676092625,418.63780934363604,1226.229976862669,12.26229976862669,7.205710409084939e-06,16,512,32,0.054705882352941174
apc_like,16.0,100,0.3383064978661658,52743.33624332671,289304.1838721637,289304.1838721637,289304.1838721637,30977.63064586855,43917.80212709944,44083.503519491795,0.040315029560972424,0.04031502956097587,0.04031502956097587,1209753.7857624611,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,145.46781312674284,446.98151759803295,0.01795310527086258,2.4907048791646957,312.25946452468634,1070.0654368847609,10.700654368847609,3.698755484841505e-05,16,512,32,0.054705882352941174
pat_like_traffic_only,16.0,100,0.33025437529916857,51487.978126641574,289308.38387216366,289308.3838721637,297988.85126878886,30046.43382623169,40864.81453332965,43704.633613134385,0.04031502956097576,0.04031528721969541,0.04031606019586323,1186903.629763404,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5418147779523116.0,1.8879393936535929,3729408.0,11016192.0,1.798651772928,1083.6295559046232,0.07247757312,1.5846281838592002,10.870853134345305,677209827390224.0,711246584217600.0,0.047855072463817594,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13.74489641189575,0.0,cohort_stage,latency_p50_ms,677209827390224.0,88.0,2.0113636363636362,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0113636363636362,0.6982034082074349,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,148.21390248835087,552.7924727648497,0.020549632608890533,211.3204775378108,548.2656620442867,1439.4765496253967,14.394765496253967,4.9886530467592876e-05,16,512,32,0.054705882352941174
waferagent_latency_safe,16.0,100,0.05832102850646401,9092.481628271766,1711038.2047027368,1714023.5776357842,1714375.8659718414,10.923455346985293,10.92345534698552,10.92345534698552,0.04029574329648298,0.040295743296494616,0.040307315055197704,5867274.115051419,5895153.42757905,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1160.0,480.0,0.0,0.0,0.0,0.0,680.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.09066239979,227598906949440.0,1449551462400.0,2898968707072.0,245.49532029777765,454.67281714081764,0.020677223801612854,85.42859554290771,335.0672051310539,1239.931508898735,12.39931508898735,7.282986734146409e-06,16,512,32,0.054705882352941174
apc_like,2.0,100,0.2944724914007522,45909.43929934288,289304.1838721637,289304.18387216376,289304.18387216376,27522.30413835388,45607.31718067107,48515.05803366733,0.040315029560974144,0.04031502956097576,0.040315029560975824,1211914.8581357573,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239915,0.0,1449551462400.0,1980785229824.0,144.93406005203724,447.4104596301913,0.016784295439720154,2.5683417916297913,399.1858335211873,1156.6642969846725,11.566642969846725,3.9980904579512525e-05,16,512,128,0.054705882352941174
pat_like_traffic_only,2.0,100,0.29446884945577123,45908.87150555255,289308.3838721637,289308.3838721638,289394.97114916204,27868.8514446379,46114.661616183206,48518.31292456204,0.040315029560974144,0.04031515839033418,0.04031593265479347,1203233.0423761974,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5600737147197772.0,1.8840633625036745,3729408.0,11016192.0,1.798651772928,1120.1474294395546,0.07247757312,1.5846281838592002,11.236031869694619,698634842249612.0,711246584217600.0,0.01773188405799009,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,5.31052815914154,0.0,cohort_stage,latency_p50_ms,698634842249612.0,34.0,2.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6028282397984613,0.0,0.0,0.0,0.0,70857.09066239916,0.0,1449551462400.0,1980785229824.0,146.98298182338476,445.52223570644855,0.019127503037452698,189.19504899531603,510.1009290665388,1375.3790073096752,13.753790073096752,4.776517263775196e-05,16,512,128,0.054705882352941174
waferagent_latency_safe,2.0,100,0.057447631772864646,8956.31558391669,1708992.1264837985,1734410.396063776,1737772.0444916966,10.92345534698535,10.923455346986884,10.923455346986884,0.040295743296494616,0.04029574329649677,0.04030731505519664,4976198.187961313,5477084.267556343,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1155.0,480.0,0.0,0.0,0.0,0.0,675.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.0906623998,227598906949440.0,1449551462400.0,2898968707072.0,148.71460758149624,454.5349208638072,0.019655562937259674,83.33473931998014,328.81114911288023,1131.4970925450325,11.314970925450325,6.7594925520655615e-06,16,512,128,0.054705882352941174
apc_like,4.0,100,0.31801837503926467,49580.336742121515,289304.1838721637,289304.1838721637,289304.18387216376,28391.48152689422,40214.47375594888,42330.61330208913,0.040315029560973284,0.04031502956097578,0.04031502956097673,1206468.0652911942,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.0906623989,0.0,1449551462400.0,1980785229824.0,144.25557479262352,446.1280480027199,0.018456950783729553,2.494513988494873,399.36595037579536,1153.3092334866524,11.533092334866524,3.98649344800444e-05,16,512,128,0.054705882352941174
pat_like_traffic_only,4.0,100,0.3180141273971512,49579.674517725456,289308.3838721637,289308.3838721637,297988.69577244227,28568.920538945116,39953.87281493232,41452.8314331779,0.040315029560974144,0.04031515839033547,0.04031606148415427,1194392.9281913126,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5537286736340442.0,1.887930451688792,3729408.0,11016192.0,1.798651772928,1107.4573472680884,0.07247757312,1.5846281838592002,11.109131047979956,692151159619564.0,711246584217600.0,0.02684782608698466,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,7.809600234031676,0.0,cohort_stage,latency_p50_ms,692151159619564.0,50.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8241769611132349,0.0,0.0,0.0,0.0,70857.09066239891,0.0,1449551462400.0,1980785229824.0,146.4435700327158,444.1606840118766,0.01826602965593338,195.09269390255213,520.3702673316002,1385.6846410781145,13.856846410781145,4.808788791819631e-05,16,512,128,0.054705882352941174
waferagent_latency_safe,4.0,100,0.0583172420881682,9091.891310513774,1700733.614724692,1712342.6984949117,1713882.9957435324,10.923455346986884,10.923455346986884,10.923455346986884,0.04029574329649354,0.040295743296494616,0.040307315055198356,4850379.824055493,5646460.654286201,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1156.0,480.0,0.0,0.0,0.0,0.0,676.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.0906623998,227598906949440.0,1449551462400.0,2898968707072.0,147.3299376666546,453.2207129523158,0.018049031496047974,83.00841320306063,327.4243278428912,1122.6902827620506,11.226902827620506,6.640500169304213e-06,16,512,128,0.054705882352941174
apc_like,8.0,100,0.331262159234656,51645.09567331981,289304.18387216364,289304.1838721637,289304.1838721637,28869.67951095332,41526.23456801079,44179.37960227937,0.040315029560973284,0.04031502956097587,0.04031502956097587,1207011.2458149476,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,145.25804203003645,447.07709085196257,0.01794286072254181,2.4858200922608376,398.11021462082863,1157.6109547168016,11.576109547168016,4.001362646135532e-05,16,512,128,0.054705882352941174
pat_like_traffic_only,8.0,100,0.32506904386870045,50679.56421530587,289308.38387216366,289308.3838721637,297988.6924991972,28187.312643320292,41247.89508146846,43261.33243376466,0.040315029560974144,0.04031528721969404,0.040316061484155105,1192985.72855948,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5508687408109814.0,1.882956888378333,3729408.0,11016192.0,1.798651772928,1101.7374816219628,0.07247757312,1.5846281838592002,11.0519323915187,686651883493760.0,711246584217600.0,0.03457971014496353,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,9.996288299560545,0.0,cohort_stage,latency_p50_ms,686651883493760.0,64.0,2.015625,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015625,0.6890851681127081,0.0,0.0,0.0,0.0,70857.09066239875,0.0,1449551462400.0,1980785229824.0,145.83945740014315,446.41278218477964,0.01766439527273178,199.11875948309898,526.1906050145626,1297.8609800338745,12.978609800338745,4.504172022699738e-05,16,512,128,0.054705882352941174
waferagent_latency_safe,8.0,100,0.05831961270842101,9092.260899693669,1707656.253915443,1713476.8303706162,1714246.977494499,10.92345534698552,10.923455346986884,10.923455346986884,0.040295743296483395,0.04029574329649354,0.04030731505519792,5428532.938724012,5533845.721594598,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1153.0,480.0,0.0,0.0,0.0,0.0,673.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.0906623998,227598906949440.0,1449551462400.0,2898968707072.0,146.93426061421633,559.1587293893099,0.01834053546190262,85.15784703195095,330.9368323534727,1235.5851978063583,12.355851978063583,7.260684609850854e-06,16,512,128,0.054705882352941174
apc_like,16.0,100,0.3383064978661658,52743.33624332671,289304.1838721637,289304.1838721637,289304.1838721637,30977.63064586855,43917.80212709944,44083.503519491795,0.040315029560972424,0.04031502956097587,0.04031502956097587,1209753.7857624611,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,146.38103917241096,446.8582095578313,0.018351711332798004,2.51693744212389,403.47166918218136,1161.374225281179,11.61374225281179,4.014370652151927e-05,16,512,128,0.054705882352941174
pat_like_traffic_only,16.0,100,0.33025437529916857,51487.978126641574,289308.38387216366,289308.3838721637,297988.85126878886,30046.43382623169,40864.81453332965,43704.633613134385,0.04031502956097576,0.04031528721969541,0.04031606019586323,1186903.629763404,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5418147779523116.0,1.8879393936535929,3729408.0,11016192.0,1.798651772928,1083.6295559046232,0.07247757312,1.5846281838592002,10.870853134345305,677209827390224.0,711246584217600.0,0.047855072463817594,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13.74489641189575,0.0,cohort_stage,latency_p50_ms,677209827390224.0,88.0,2.0113636363636362,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0113636363636362,0.6982034082074349,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,147.18659594655037,449.86753910779953,0.020755454897880554,212.48861216008663,543.9452528953552,1322.2272153943777,13.222272153943777,4.582313500210726e-05,16,512,128,0.054705882352941174
waferagent_latency_safe,16.0,100,0.05832102850646401,9092.481628271766,1711038.2047027368,1714023.5776357842,1714375.8659718414,10.923455346985293,10.92345534698552,10.92345534698552,0.04029574329648298,0.040295743296494616,0.040307315055197704,5867274.115051419,5895153.42757905,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1160.0,480.0,0.0,0.0,0.0,0.0,680.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.09066239979,227598906949440.0,1449551462400.0,2898968707072.0,148.164514452219,558.1302614882588,0.019167549908161163,85.52060555666685,329.4366514310241,1232.7967137098312,12.327967137098312,7.241079081716647e-06,16,512,128,0.054705882352941174
apc_like,2.0,100,0.2944724914007522,45909.43929934288,289304.1838721637,289304.18387216376,289304.18387216376,27522.30413835388,45607.31718067107,48515.05803366733,0.040315029560974144,0.04031502956097576,0.040315029560975824,1211914.8581357573,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239915,0.0,1449551462400.0,1980785229824.0,145.33708523958921,445.5019533634186,0.017931684851646423,2.4922359734773636,402.97378972172737,1157.320037484169,11.57320037484169,4.000357070520486e-05,16,512,512,0.054705882352941174
pat_like_traffic_only,2.0,100,0.29446884945577123,45908.87150555255,289308.3838721637,289308.3838721638,289394.97114916204,27868.8514446379,46114.661616183206,48518.31292456204,0.040315029560974144,0.04031515839033418,0.04031593265479347,1203233.0423761974,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5600737147197772.0,1.8840633625036745,3729408.0,11016192.0,1.798651772928,1120.1474294395546,0.07247757312,1.5846281838592002,11.236031869694619,698634842249612.0,711246584217600.0,0.01773188405799009,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,5.31052815914154,0.0,cohort_stage,latency_p50_ms,698634842249612.0,34.0,2.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6028282397984613,0.0,0.0,0.0,0.0,70857.09066239916,0.0,1449551462400.0,1980785229824.0,146.43800258636475,444.5065474137664,0.018753111362457275,187.9335129633546,610.1808520033956,1380.2671264857054,13.802671264857054,4.7934930831730575e-05,16,512,512,0.054705882352941174
waferagent_latency_safe,2.0,100,0.057447631772864646,8956.31558391669,1708992.1264837985,1734410.396063776,1737772.0444916966,10.92345534698535,10.923455346986884,10.923455346986884,0.040295743296494616,0.04029574329649677,0.04030731505519664,4976198.187961313,5477084.267556343,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1155.0,480.0,0.0,0.0,0.0,0.0,675.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.0906623998,227598906949440.0,1449551462400.0,2898968707072.0,146.8719309195876,453.0103076249361,0.01873541623353958,83.0273674800992,327.26502511650324,1122.831822372973,11.22831822372973,6.707726772395791e-06,16,512,512,0.054705882352941174
apc_like,4.0,100,0.31801837503926467,49580.336742121515,289304.1838721637,289304.1838721637,289304.18387216376,28391.48152689422,40214.47375594888,42330.61330208913,0.040315029560973284,0.04031502956097578,0.04031502956097673,1206468.0652911942,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.0906623989,0.0,1449551462400.0,1980785229824.0,145.82043513655663,450.73218923062086,0.016660429537296295,2.537398599088192,403.31008192151785,1162.9124395549297,11.629124395549297,4.0196875965982976e-05,16,512,512,0.054705882352941174
pat_like_traffic_only,4.0,100,0.3180141273971512,49579.674517725456,289308.3838721637,289308.3838721637,297988.69577244227,28568.920538945116,39953.87281493232,41452.8314331779,0.040315029560974144,0.04031515839033547,0.04031606148415427,1194392.9281913126,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5537286736340442.0,1.887930451688792,3729408.0,11016192.0,1.798651772928,1107.4573472680884,0.07247757312,1.5846281838592002,11.109131047979956,692151159619564.0,711246584217600.0,0.02684782608698466,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,7.809600234031676,0.0,cohort_stage,latency_p50_ms,692151159619564.0,50.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8241769611132349,0.0,0.0,0.0,0.0,70857.09066239891,0.0,1449551462400.0,1980785229824.0,145.9428770467639,445.4982876777649,0.017111189663410187,196.0356282070279,523.3889557421207,1290.5541909858584,12.905541909858584,4.478654337988581e-05,16,512,512,0.054705882352941174
waferagent_latency_safe,4.0,100,0.0583172420881682,9091.891310513774,1700733.614724692,1712342.6984949117,1713882.9957435324,10.923455346986884,10.923455346986884,10.923455346986884,0.04029574329649354,0.040295743296494616,0.040307315055198356,4850379.824055493,5646460.654286201,0.9338452451269935,1581.0,0.0,0.0,2101648293888.0,301484026912768.0,1.407252855026636,3729408.0,11016192.0,1.798651772928,60.2968053825536,11.452422920592,2.3191749656576,0.7586705504173119,533434938163008.0,711246584217600.0,0.2500000000002699,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,74.97216224670409,0.0,cohort_stage,latency_p50_ms,533434938163008.0,480.0,2.0,1156.0,480.0,0.0,0.0,0.0,0.0,676.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70857.0906623998,227598906949440.0,1449551462400.0,2898968707072.0,147.1583554521203,553.4778786823153,0.0181710347533226,82.80837163329124,326.6611536964774,1223.6405843868852,12.236405843868852,7.237602064033184e-06,16,512,512,0.054705882352941174
apc_like,8.0,100,0.331262159234656,51645.09567331981,289304.18387216364,289304.1838721637,289304.1838721637,28869.67951095332,41526.23456801079,44179.37960227937,0.040315029560973284,0.04031502956097587,0.04031502956097587,1207011.2458149476,0.0,0.9338452451269935,1581.0,0.0,0.0,1443914317824.0,5696482276147200.0,1.8871827601710258,3729408.0,11016192.0,1.798651772928,1139.29645522944,0.07247757312,1.5846281838592002,11.427522127593472,711246584217600.0,711246584217600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,13606456.393728,0.0,cohort_stage,latency_p50_ms,711246584217600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70857.09066239871,0.0,1449551462400.0,1980785229824.0,144.1964339464903,447.87009060382843,0.015487894415855408,2.5216257199645042,411.1659051850438,1170.4927748069167,11.704927748069167,4.0458895517533485e-05,16,512,512,0.054705882352941174
